,dataset,n_cols,has_sex_or_gender_column,cols
164,ClarusC64/nano-syn-nanoparticle-surface-ligand-decoupling-v0.1,18,False,"['id', 'material_system', 'ligand_type', 'ligand_density_nm2', 'zeta_potential_mV', 'hydrodynamic_diameter_nm', 'aggregation_rate_per_hr', 'in_vitro_binding_efficiency', 'stability_window_hr', 'ligand_coherence_score', 'decoupling_flag', 'decoupling_type', 'targeting_failure_probability', 'aggregation_risk', 'restabilization_actions', 'notes', 'constraints', 'gold_checklist']"
165,ClarusC64/nano-syn-catalytic-nanoparticle-activation-failure-v0.1,21,False,"['id', 'catalyst_system', 'support_material', 'metal', 'metal_loading_wt_pct', 'reactor_temp_c', 'space_velocity_h1', 'reactant_conversion_pct', 'selectivity_pct', 'in_situ_xrd_crystallite_size_nm', 'bet_surface_area_m2g', 'sintering_indicator', 'activation_coherence_score', 'decoupling_flag', 'decoupling_type', 'activity_loss_horizon_hr', 'sintering_risk', 'stabilization_intervention_set', 'notes', 'constraints', 'gold_checklist']"
166,ClarusC64/2d-graphene-conductivity-coherence-loss-v0.1,19,False,"['id', 'device_type', 'substrate', 'operational_hours', 'raman_dg_ratio', 'carrier_mobility_cm2_vs', 'thermal_conductivity_w_mk', 'sheet_resistance_ohm_sq', 'defect_density_cm2', 'humidity_exposure_pct', 'conductivity_coherence_score', 'decoupling_flag', 'decoupling_type', 'irreversible_drop_probability', 'failure_horizon_hr', 'recovery_or_anneal_actions', 'notes', 'constraints', 'gold_checklist']"
167,ClarusC64/2d-tmd-photoluminescence-quenching-v0.1,21,False,"['id', 'material', 'layer_count', 'substrate', 'operational_hours', 'defect_density_cm2', 'pl_intensity_norm', 'quantum_yield', 'peak_shift_meV', 'strain_pct', 'temp_cycles_count', 'humidity_exposure_pct', 'pl_coherence_score', 'quench_flag', 'quench_type', 'performance_collapse_risk', 'quench_horizon_hr', 'stabilization_actions', 'notes', 'constraints', 'gold_checklist']"
168,ClarusC64/smart-material-stimulus-response-coherence-baseline-mapping-v0.1,14,False,"['id', 'material_type', 'stimulus_type', 'stimulus_profile', 'response_measure', 'cycle_count', 'baseline_coherence_score', 'response_latency_profile', 'stimulus_response_gain', 'variability_index', 'expected_cycle_lifetime', 'notes', 'constraints', 'gold_checklist']"
169,ClarusC64/smart-material-coherence-drift-functional-fatigue-detection-v0.1,20,False,"['id', 'material_family', 'material_system', 'stimulus_type', 'stimulus_profile', 'cycles_elapsed', 'baseline_coherence_score', 'current_coherence_score', 'response_latency_s', 'response_amplitude_norm', 'variance_index', 'coherence_drift_rate', 'fatigue_onset_cycle', 'decoherence_type', 'functional_variance_growth', 'failure_probability', 'recommended_monitoring_action', 'notes', 'constraints', 'gold_checklist']"
170,ClarusC64/smart-material-failure-horizon-intervention-routing-v0.1,23,False,"['id', 'material_family', 'material_system', 'stimulus_type', 'stress_profile', 'cycles_elapsed', 'baseline_coherence_score', 'current_coherence_score', 'coherence_drift_rate', 'response_latency_s', 'response_amplitude_norm', 'functional_variance_growth', 'observed_soft_fail_threshold', 'hard_fail_threshold', 'functional_failure_horizon_cycles', 'remaining_effective_cycles', 'intervention_plan', 'recoverability_score', 'replacement_threshold_cycles', 'confidence', 'notes', 'constraints', 'gold_checklist']"
171,ClarusC64/nanocomposite-reinforcement-matrix-coherence-baseline-mapping-v0.1,15,False,"['id', 'material_system', 'interfacial_shear_strength', 'acoustic_emission_coherence', 'tensile_modulus_transfer', 'strain_field_alignment', 'thermal_cycle_count', 'coupling_coherence_score', 'debonding_risk_flag', 'failure_horizon_cycles', 'critical_interface_region', 'minimal_intervention', 'notes', 'constraints', 'gold_check']"
172,ClarusC64/metamaterial-resonance-coherence-drift-detection-v0.1,19,False,"['id', 'meta_platform', 'unit_cell_type', 'sem_geometry_deviation_pct', 'alignment_error_deg', 'simulated_resonance_ghz', 'measured_resonance_ghz', 's11_min_db', 'bandwidth_mhz', 'thermal_cycles_count', 'humidity_exposure_pct', 'resonance_coherence_score', 'drift_rate', 'functional_property_risk_flag', 'failure_horizon_cycles', 'retune_or_rebuild_plan', 'notes', 'constraints', 'gold_checklist']"
173,ClarusC64/aerogel-structural-manifold-integrity-v0.1,16,False,"['id', 'aerogel_type', 'bulk_density_gcc', 'elastic_modulus_mpa', 'pore_variance_pct', 'load_cycles', 'compressive_strain_pct', 'acoustic_emission_level', 'structural_coherence_score', 'manifold_distortion_rate', 'collapse_risk_flag', 'integrity_horizon_cycles', 'minimal_stabilization_plan', 'notes', 'constraints', 'gold_checklist']"
174,ClarusC64/materials-ceramic-embrittlement-coherence-mapping-v0.1,15,False,"['id', 'material', 'oxidation_layer_microns', 'microcrack_density', 'residual_strength_ratio', 'thermal_cycles', 'acoustic_emission_coherence', 'embrittlement_coherence_score', 'fracture_risk_flag', 'integrity_horizon_cycles', 'critical_zone', 'stabilization_action', 'notes', 'constraints', 'gold_check']"
175,ClarusC64/materials-radiation-swelling-coherence-loss-v0.1,15,False,"['id', 'material_system', 'dpa_dose', 'void_swelling_percent', 'dimensional_stability_ratio', 'temperature_c', 'acoustic_coherence', 'radiation_coherence_score', 'structural_risk_flag', 'service_horizon_cycles', 'critical_region', 'mitigation_strategy', 'notes', 'constraints', 'gold_check']"
176,ClarusC64/materials-passivation-layer-breakdown-mapping-v0.1,15,False,"['id', 'alloy', 'impedance_coherence', 'surface_ph_variance', 'pit_precursor_density', 'chloride_ppm', 'temperature_c', 'passivation_coherence_score', 'breakdown_risk_flag', 'time_to_pitting', 'critical_surface_zone', 'protective_action', 'notes', 'constraints', 'gold_check']"
177,electricsheepafrica/literature-informed-synthetic-malnutrition-anthropometric-dataset,12,True,"['id', 'age_months', 'sex', 'weight_kg', 'height_cm', 'muac_cm', 'whz', 'haz', 'edema', 'status_whz', 'status_muac', 'nutritional_status']"
178,electricsheepafrica/synthetic-child-malnutrition-anthropometry-WHO-6-59months,12,True,"['id', 'age_months', 'sex', 'weight_kg', 'height_cm', 'muac_cm', 'whz', 'haz', 'edema', 'status_whz', 'status_muac', 'nutritional_status']"
179,electricsheepafrica/synthetic-neonatal-birth-outcomes-vitals-WHO-0-28days,17,True,"['id', 'sex', 'gestational_age_weeks', 'birth_weight_g', 'head_circumference_cm', 'maternal_age_years', 'parity', 'delivery_mode', 'apgar_1min', 'apgar_5min', 'temperature_c', 'heart_rate_bpm', 'respiratory_rate_bpm', 'spo2_percent', 'bw_category', 'preterm_category', 'primary_outcome']"
180,electricsheepafrica/synthetic-maternal-pregnancy-complications-WHO-ANC,18,False,"['id', 'age_years', 'gravidity', 'parity', 'gestational_age_weeks', 'bmi_pre_pregnancy', 'systolic_bp_mmhg', 'diastolic_bp_mmhg', 'hemoglobin_gdl', 'anemia_status', 'fasting_glucose_mgdl', 'proteinuria', 'hiv_status', 'anc_visits', 'delivery_mode', 'primary_complication', 'pregnancy_outcome', 'risk_level']"
181,electricsheepafrica/synthetic-childhood-immunisation-coverage-dropout-WUENIC,29,True,"['id', 'sex', 'age_months', 'region_type', 'ses_quintile', 'maternal_education', 'distance_to_facility_km', 'bcg', 'opv0', 'opv1', 'opv2', 'opv3', 'penta1', 'penta2', 'penta3', 'pcv1', 'pcv2', 'pcv3', 'rota1', 'rota2', 'ipv1', 'mcv1', 'mcv2', 'total_basic_doses', 'fully_immunised', 'dropout_penta1_penta3', 'dropout_penta1_mcv1', 'zero_dose', 'immunisation_status']"
182,electricsheepafrica/synthetic-paediatric-anaemia-screening-WHO-6-59months,20,True,"['id', 'sex', 'age_months', 'region_type', 'ses_quintile', 'hemoglobin_gdl', 'anaemia_severity', 'ferritin_ngml', 'iron_deficiency', 'malaria_rdt', 'weight_kg', 'height_cm', 'muac_cm', 'wasting_muac', 'stunted', 'severely_stunted', 'underweight', 'dietary_diversity_score', 'breastfeeding_status', 'deworming_last_6mo']"
183,electricsheepafrica/synthetic-malaria-clinical-diagnosis-RDT-microscopy,24,True,"['id', 'age_years', 'sex', 'pregnant', 'temperature_c', 'fever_reported', 'fever_duration_days', 'headache', 'chills_rigors', 'vomiting', 'diarrhea', 'body_aches', 'convulsions', 'altered_consciousness', 'jaundice', 'rdt_result', 'microscopy_result', 'microscopy_parasite_density', 'true_parasite_density', 'parasite_species', 'hemoglobin_gdl', 'severe_anemia', 'severity_classification', 'outcome']"
184,electricsheepafrica/synthetic-tb-screening-symptoms-genexpert-WHO,25,True,"['id', 'age_years', 'sex', 'bmi', 'hiv_status', 'cough_2weeks', 'cough_duration_weeks', 'fever', 'night_sweats', 'weight_loss', 'hemoptysis', 'chest_pain', 'fatigue', 'loss_of_appetite', 'who_symptom_screen_count', 'smear_result', 'xpert_mtb_detected', 'xpert_rif_resistance', 'cxr_result', 'cxr_abnormal', 'true_tb_status', 'tb_type', 'tb_classification', 'rifampicin_resistant', 'treatment_outcome']"
185,electricsheepafrica/synthetic-diabetes-hypertension-NCD-screening-WHO-HEARTS,27,True,"['id', 'age_years', 'sex', 'bmi', 'bmi_category', 'waist_circumference_cm', 'central_obesity', 'smoking_status', 'alcohol_use', 'physical_activity', 'family_history_diabetes', 'family_history_cvd', 'systolic_bp_mmhg', 'diastolic_bp_mmhg', 'hypertension_status', 'fasting_glucose_mgdl', 'hba1c_pct', 'diabetes_status', 'total_cholesterol_mgdl', 'hdl_mgdl', 'ldl_mgdl', 'triglycerides_mgdl', 'cvd_risk_10yr_pct', 'cvd_risk_category', 'on_antihypertensive', 'on_antidiabetic', 'on_statin']"
186,ClarusC64/alphafold-folding-trajectory-functional-stability-coherence-v0.1,15,False,"['id', 'protein_type', 'folding_variance', 'conformational_entropy', 'thermal_stability_ratio', 'aggregation_index', 'ph_stress_level', 'trajectory_coherence_score', 'stability_divergence_flag', 'degradation_horizon_hours', 'critical_structure_region', 'stabilization_strategy', 'notes', 'constraints', 'gold_check']"
187,ClarusC64/alphafold-structure-function-environment-decoupling-v0.1,14,False,"['case_id', 'protein_class', 'predicted_structure_confidence', 'active_site_shift', 'temperature_c', 'pH', 'solvent_exposure_index', 'binding_affinity_trend', 'aggregation_marker', 'structure_function_coherence_score', 'environmental_decoupling_flag', 'functional_collapse_horizon_hours', 'critical_region', 'intervention']"
188,ClarusC64/alphafold-conformation-interaction-coherence-decay-v0.1,15,False,"['case_id', 'protein_type', 'conformation_state', 'interaction_partner', 'confidence_score', 'binding_interface_shift', 'temperature_c', 'pH', 'ionic_strength', 'interaction_affinity_trend', 'conformation_interaction_coherence', 'decoupling_flag', 'collapse_horizon_hours', 'critical_interface', 'intervention']"
189,ClarusC64/alphafold-interface-coherence-baseline-mapping-v0.1,17,False,"['id', 'complex_id', 'partner_a', 'partner_b', 'interface_residue_count', 'contact_density', 'baseline_deltaG_bind', 'baseline_kd_nM', 'contact_stability_score', 'hotspot_integrity_score', 'allosteric_cross_interface_score', 'interface_coherence_score', 'signal_paths', 'baseline_failure_margin', 'notes', 'constraints', 'gold_checklist']"
190,ClarusC64/alphafold-interface-decoherence-under-stress-detection-v0.1,21,False,"['id', 'complex_id', 'partner_a', 'partner_b', 'stress_type', 'stress_level', 'baseline_interface_coherence', 'baseline_kd_nM', 'baseline_contact_stability', 'baseline_allosteric_cross_interface_score', 'stressed_interface_coherence', 'stressed_kd_nM', 'contact_loss_fraction', 'decoherence_onset_score', 'stress_sensitivity_vector', 'contact_loss_nodes', 'functional_risk_flag', 'stabilization_hint', 'notes', 'constraints', 'gold_checklist']"
191,achrafgasmi/spotify-tracks-dataset,21,False,"['Unnamed: 0', 'track_id', 'artists', 'album_name', 'track_name', 'popularity', 'duration_ms', 'explicit', 'danceability', 'energy', 'key', 'loudness', 'mode', 'speechiness', 'acousticness', 'instrumentalness', 'liveness', 'valence', 'tempo', 'time_signature', 'track_genre']"
192,electricsheepafrica/sickle-cell-disease,28,True,"['id', 'age_years', 'sex', 'genotype', 'on_hydroxyurea', 'hu_dose_mg_per_kg', 'hemoglobin_gdl', 'hbf_pct', 'wbc_10e3_per_ul', 'platelets_10e3_per_ul', 'reticulocyte_pct', 'ldh_ul', 'total_bilirubin_mgdl', 'voc_episodes_per_year', 'transfusions_per_year', 'pain_score_nrs', 'spleen_status', 'hx_acute_chest_syndrome', 'hx_stroke', 'hx_splenic_sequestration', 'hx_avascular_necrosis', 'hx_priapism', 'hx_leg_ulcers', 'hx_gallstones', 'hx_nephropathy', 'hx_retinopathy', 'hx_pulmonary_hypertension', 'outcome']"
193,electricsheepafrica/hiv-art-treatment-cascade,20,True,"['id', 'age_years', 'sex', 'cascade_stage', 'years_on_art', 'art_regimen', 'regimen_line', 'ever_switched_regimen', 'cd4_at_diagnosis', 'cd4_current', 'adherence_category', 'adherence_pct', 'viral_load_copies_ml', 'vl_suppressed', 'vl_test_done_12mo', 'who_clinical_stage', 'tb_coinfection', 'pregnant', 'on_pmtct', 'outcome']"
194,electricsheepafrica/chronic-kidney-disease,31,True,"['id', 'age_years', 'sex', 'bmi', 'hypertension', 'diabetes', 'hiv_positive', 'glomerulonephritis', 'primary_etiology', 'ckd_stage', 'egfr', 'serum_creatinine_mgdl', 'albuminuria_category', 'uacr_mg_g', 'hemoglobin_gdl', 'anemia', 'potassium_meql', 'hyperkalemia', 'phosphate_mgdl', 'calcium_mgdl', 'bun_mgdl', 'systolic_bp', 'diastolic_bp', 'hba1c_pct', 'on_acei_arb', 'on_dialysis', 'dialysis_type', 'on_epo', 'on_antihypertensives', 'on_statin', 'outcome']"
195,ClarusC64/euv-collector-reflectivity-coherence-baseline-mapping-v0.1,7,False,"['id', 'gas_composition_stability', 'mirror_reflectivity', 'transmitted_euv_power', 'plasma_variance', 'coherence_score', 'notes']"
196,ClarusC64/euv-collector-failure-horizon-and-cleaning-routing-v0.1,9,False,"['id', 'reflectivity', 'transmitted_power', 'contamination_index', 'coherence_drift_score', 'estimated_hours_to_failure', 'cleaning_recommended', 'failure_horizon_flag', 'notes']"
197,SSS18/predictive-maintenance-engine-data,7,False,"['engine_rpm', 'lub_oil_pressure', 'fuel_pressure', 'coolant_pressure', 'lub_oil_temp', 'coolant_temp', 'engine_condition']"
198,mahmoudalyosify/SCRAP,103,False,"['event_id', 'time_to_tca', 'mission_id', 'risk', 'max_risk_estimate', 'max_risk_scaling', 'miss_distance', 'relative_speed', 'relative_position_r', 'relative_position_t', 'relative_position_n', 'relative_velocity_r', 'relative_velocity_t', 'relative_velocity_n', 't_time_lastob_start', 't_time_lastob_end', 't_recommended_od_span', 't_actual_od_span', 't_obs_available', 't_obs_used', 't_residuals_accepted', 't_weighted_rms', 't_rcs_estimate', 't_cd_area_over_mass', 't_cr_area_over_mass', 't_sedr', 't_j2k_sma', 't_j2k_ecc', 't_j2k_inc', 't_ct_r', 't_cn_r', 't_cn_t', 't_crdot_r', 't_crdot_t', 't_crdot_n', 't_ctdot_r', 't_ctdot_t', 't_ctdot_n', 't_ctdot_rdot', 't_cndot_r', 't_cndot_t', 't_cndot_n', 't_cndot_rdot', 't_cndot_tdot', 'c_object_type', 'c_time_lastob_start', 'c_time_lastob_end', 'c_recommended_od_span', 'c_actual_od_span', 'c_obs_available', 'c_obs_used', 'c_residuals_accepted', 'c_weighted_rms', 'c_rcs_estimate', 'c_cd_area_over_mass', 'c_cr_area_over_mass', 'c_sedr', 'c_j2k_sma', 'c_j2k_ecc', 'c_j2k_inc', 'c_ct_r', 'c_cn_r', 'c_cn_t', 'c_crdot_r', 'c_crdot_t', 'c_crdot_n', 'c_ctdot_r', 'c_ctdot_t', 'c_ctdot_n', 'c_ctdot_rdot', 'c_cndot_r', 'c_cndot_t', 'c_cndot_n', 'c_cndot_rdot', 'c_cndot_tdot', 't_span', 'c_span', 't_h_apo', 't_h_per', 'c_h_apo', 'c_h_per', 'geocentric_latitude', 'azimuth', 'elevation', 'mahalanobis_distance', 't_position_covariance_det', 'c_position_covariance_det', 't_sigma_r', 'c_sigma_r', 't_sigma_t', 'c_sigma_t', 't_sigma_n', 'c_sigma_n', 't_sigma_rdot', 'c_sigma_rdot', 't_sigma_tdot', 'c_sigma_tdot', 't_sigma_ndot', 'c_sigma_ndot', 'F10', 'F3M', 'SSN', 'AP']"
199,ClarusC64/fission-fuel-cladding-thermal-expansion-coherence-baseline-mapping-v0.1,12,False,"['id', 'reactor_type', 'burnup_gwdt', 'linear_heat_kw_m', 'pellet_temp_c', 'cladding_temp_c', 'pellet_expansion_um', 'cladding_strain_pct', 'fgr_pct', 'expected_coupling_score', 'decoupling_flag', 'notes']"
200,ClarusC64/fission-fuel-rod-failure-horizon-and-mitigation-routing-v0.1,14,False,"['id', 'reactor_type', 'burnup_gwdt', 'linear_heat_kw_m', 'pellet_temp_c', 'cladding_temp_c', 'creep_rate_pct_hr', 'fgr_pct', 'drift_gradient', 'failure_risk_score', 'failure_horizon_cycles', 'mitigation_action', 'gold_route', 'notes']"
201,ClarusC64/fusion-pfc-heatflux-erosion-coherence-baseline-mapping-v0.1,15,False,"['id', 'material', 'reactor_class', 'shot_id', 'avg_edge_heat_flux_mw_m2', 'peak_heat_flux_mw_m2', 'edge_temp_eV', 'particle_flux_1e22_m2s', 'surface_temp_c', 'erosion_rate_um_hr', 'crack_density_cm2', 'thermal_cycle_count', 'baseline_coherence_score', 'decoupling_flag', 'notes']"
202,ClarusC64/fusion-tbr-fuel-self-sufficiency-horizon-and-routing-v0.1,21,False,"['id', 'reactor_class', 'blanket_type', 'breeder_material', 'operating_hours', 'baseline_tbr', 'observed_tbr', 'extraction_efficiency', 'breeder_lithium_inventory_frac', 'local_depletion_gradient', 'helium_production_appm', 'decoherence_score', 'drift_gradient', 'shortfall_risk_band', 'target_tbr_floor', 'estimated_tbr_crossing_hours', 'fuel_shortfall_g_day', 'priority_action', 'action_set', 'minimal_fix_set', 'notes']"
