subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
conventional,same,1,featureless,False,0,7300,1826,0.6557961145874477,0.43038882158994496
conventional,same,1,linear,False,0,7300,1826,0.6264350914796075,0.40518399338388505
conventional,same,1,linear_BasExp,False,0,7300,1826,0.6153389582813943,0.3931866720272042
conventional,same,1,tree,False,0,7300,1826,0.5136061409278823,0.2980140918282138
conventional,other,1,featureless,False,0,9123,1826,1.3835449600317213,1.3013249343593725
conventional,other,1,linear,False,0,9123,1826,65.38286756848237,2.8727496466053983
conventional,other,1,linear_BasExp,False,0,9123,1826,47529.61210425485,4.19524546705249
conventional,other,1,tree,False,0,9123,1826,1.5555182769041762,1.4319897557605705
conventional,all,1,featureless,False,0,16423,1826,0.9369533100970597,0.7822869910490611
conventional,all,1,linear,False,0,16423,1826,0.9043136633619794,0.7610933626178251
conventional,all,1,linear_BasExp,False,0,16423,1826,0.8581968008860806,0.6912614943271425
conventional,all,1,tree,False,0,16423,1826,0.607954127669101,0.4024923205145962
conventional,same,2,featureless,False,0,7301,1825,0.6341556035581553,0.4265541835519089
conventional,same,2,linear,False,0,7301,1825,0.6074129348475867,0.40509253491560393
conventional,same,2,linear_BasExp,False,0,7301,1825,0.5997530119252455,0.38569902707188486
conventional,same,2,tree,False,0,7301,1825,0.5364849533446323,0.34382282096933825
conventional,other,2,featureless,False,0,9123,1825,1.4175557463806476,1.326159442011723
conventional,other,2,linear,False,0,9123,1825,77.31541939513772,3.1706567710433475
conventional,other,2,linear_BasExp,False,0,9123,1825,51634.87020098185,6.174645564976515
conventional,other,2,tree,False,0,9123,1825,1.5964120438348688,1.463672065616403
conventional,all,2,featureless,False,0,16424,1825,0.9622691318624744,0.8075736125462766
conventional,all,2,linear,False,0,16424,1825,0.9326787223706612,0.7862906015838761
conventional,all,2,linear_BasExp,False,0,16424,1825,0.9251761043779,0.7161534119383174
conventional,all,2,tree,False,0,16424,1825,0.5922832827948328,0.37789007279922027
conventional,same,3,featureless,False,0,7301,1825,0.6704469040387567,0.4138018798690347
conventional,same,3,linear,False,0,7301,1825,0.6435352912880664,0.4025679342948232
conventional,same,3,linear_BasExp,False,0,7301,1825,0.6361217946197734,0.40059810492596737
conventional,same,3,tree,False,0,7301,1825,0.5669352282729045,0.3427925127488629
conventional,other,3,featureless,False,0,9123,1825,1.3898900187977392,1.3013249343593725
conventional,other,3,linear,False,0,9123,1825,90.58537763052627,2.96713582593036
conventional,other,3,linear_BasExp,False,0,9123,1825,87199.44226496317,4.550963659215362
conventional,other,3,tree,False,0,9123,1825,1.5701771632694896,1.4140030503117011
conventional,all,3,featureless,False,0,16424,1825,0.9466396471373602,0.777070292839087
conventional,all,3,linear,False,0,16424,1825,0.9210896426182328,0.7589474354262405
conventional,all,3,linear_BasExp,False,0,16424,1825,0.9208105059472532,0.7166582578363554
conventional,all,3,tree,False,0,16424,1825,0.6225102224257553,0.4034741173472667
conventional,same,4,featureless,False,0,7301,1825,0.6478487887322354,0.4369016116136061
conventional,same,4,linear,False,0,7301,1825,0.6222030201418306,0.41757432195040256
conventional,same,4,linear_BasExp,False,0,7301,1825,0.611604767489108,0.40226747930538687
conventional,same,4,tree,False,0,7301,1825,0.5118977139246217,0.3051582652624525
conventional,other,4,featureless,False,0,9123,1825,1.3728693947024126,1.2764904267070212
conventional,other,4,linear,False,0,9123,1825,73.90286147755353,2.964593513937568
conventional,other,4,linear_BasExp,False,0,9123,1825,55550.319329429854,3.9977977638251003
conventional,other,4,tree,False,0,9123,1825,1.5507108329747326,1.388932826527871
conventional,all,4,featureless,False,0,16424,1825,0.9250428907936457,0.751464621103523
conventional,all,4,linear,False,0,16424,1825,0.8969007764489085,0.7480211020389932
conventional,all,4,linear_BasExp,False,0,16424,1825,0.857981044773589,0.6759212692256392
conventional,all,4,tree,False,0,16424,1825,0.6086124914123885,0.38986100214029373
conventional,same,5,featureless,False,0,7301,1825,0.6582582218323204,0.44501764164490465
conventional,same,5,linear,False,0,7301,1825,0.6302428806315612,0.41048128790736127
conventional,same,5,linear_BasExp,False,0,7301,1825,0.6203672100319878,0.4028270105652336
conventional,same,5,tree,False,0,7301,1825,0.5311543623702746,0.3132667815674529
conventional,other,5,featureless,False,0,9123,1825,1.406599778641619,1.3013249343593725
conventional,other,5,linear,False,0,9123,1825,82.40648518432572,2.97939804085359
conventional,other,5,linear_BasExp,False,0,9123,1825,78423.01884462428,5.226073551077693
conventional,other,5,tree,False,0,9123,1825,1.574715882943247,1.456824263412921
conventional,all,5,featureless,False,0,16424,1825,0.958522893039521,0.7799069669961627
conventional,all,5,linear,False,0,16424,1825,0.9276890503215216,0.7845124275440698
conventional,all,5,linear_BasExp,False,0,16424,1825,0.8950473546787452,0.7054072895529195
conventional,all,5,tree,False,0,16424,1825,0.6693533472236335,0.4778310466853764
organic,same,1,featureless,False,0,7298,1825,0.9066927842933776,0.5601512017190835
organic,same,1,linear,False,0,7298,1825,0.8820960684817009,0.5484638542705937
organic,same,1,linear_BasExp,False,0,7298,1825,0.8648162441540035,0.5439988482390892
organic,same,1,tree,False,0,7298,1825,0.7864304852333635,0.4965157088681136
organic,other,1,featureless,False,0,9126,1825,1.5168976562311869,1.1472557427806773
organic,other,1,linear,False,0,9126,1825,1.5006252988918982,1.1279014885935494
organic,other,1,linear_BasExp,False,0,9126,1825,1.4724763905901874,1.0918454349751465
organic,other,1,tree,False,0,9126,1825,1.2809667642144016,0.8808448800568209
organic,all,1,featureless,False,0,16424,1825,1.1255739011850199,0.722411392290062
organic,all,1,linear,False,0,16424,1825,1.0990104900949718,0.6859976760426955
organic,all,1,linear_BasExp,False,0,16424,1825,1.0506743915356953,0.6347230300075406
organic,all,1,tree,False,0,16424,1825,0.9129265533368652,0.5957786162087305
organic,same,2,featureless,False,0,7298,1825,0.90708660695294,0.5506536529580927
organic,same,2,linear,False,0,7298,1825,0.8826549010539851,0.5321303794470322
