subset,category,test_fold,model,mse,mae
3,other,4,featureless,1.6135862715715725,0.44835180265549474
3,other,4,linear,1.4817165623290616,0.42695484870208117
3,other,4,gam,1.5162967493770219,0.4156560488645088
3,all,5,featureless,1.880410684319225,0.44703325474471595
3,all,5,linear,1.7517518872179465,0.40165445846375986
3,all,5,gam,1.733128053081746,0.391875679272197
3,same,5,featureless,1.8626533490795738,0.5452271881935319
3,same,5,linear,1.7740265592383293,0.49533063173059805
3,same,5,gam,1.8951621788818236,0.518918525829922
3,other,5,featureless,1.8807278856865377,0.44629219380283447
3,other,5,linear,1.7519963931579314,0.40109996565853107
3,other,5,gam,1.7322909185364244,0.39100729167748227
4,all,1,featureless,1.719510017968593,0.5463603214067878
4,all,1,linear,1.4747516314640619,0.49692475959685384
4,all,1,gam,1.4091963745570657,0.4805616357997093
4,same,1,featureless,1.729683259188607,0.5348356342759691
4,same,1,linear,1.5130897281347986,0.457950779525903
4,same,1,gam,1.7231561508398716,0.505526784745741
4,other,1,featureless,1.7194906672112724,0.5463831970188245
4,other,1,linear,1.474924062687803,0.4969659457999785
4,other,1,gam,1.409329179391809,0.48059866694651865
4,all,2,featureless,3.7973444529360747,0.5403033608335178
4,all,2,linear,3.634458752229691,0.4758994582171093
4,all,2,gam,3.6413736783964237,0.4594700057393124
4,same,2,featureless,3.802101584711538,0.5320152938818168
4,same,2,linear,3.5668334632515935,0.49481954447476845
4,same,2,gam,3.6149910173176205,0.4850283510959868
4,other,2,featureless,3.797335273937502,0.5403198120049875
4,other,2,linear,3.6346120532149295,0.47589004546491864
4,other,2,gam,3.6416136306399887,0.45942843587203297
4,all,3,featureless,0.18880376966819765,0.2631636234361532
4,all,3,linear,0.23179533261348959,0.2597204058372823
4,all,3,gam,0.2757660089322461,0.25914853590672327
4,same,3,featureless,0.20391032810463178,0.3139796497196195
4,same,3,linear,0.31044018920526956,0.3534401892229894
4,same,3,gam,0.29666122739677275,0.33650039622398653
4,other,3,featureless,0.18878142467405756,0.2630652023942016
4,other,3,linear,0.2316919802576073,0.2595057088659325
4,other,3,gam,0.2757140909534139,0.25898942889997023
4,all,4,featureless,0.06567489932072543,0.20698846546874727
4,all,4,linear,0.06888367891295191,0.17439990570677683
4,all,4,gam,0.06971561075448877,0.1639065300605014
4,same,4,featureless,0.09438958361582782,0.27286442811545497
4,same,4,linear,0.19770547717540757,0.29941010782566085
4,same,4,gam,0.1484914386615352,0.2572382992870399
4,other,4,featureless,0.06562915378125532,0.20686164186944928
4,other,4,linear,0.06871649057698928,0.17416468375752006
4,other,4,gam,0.06957231271493336,0.16360763905721085
4,all,5,featureless,0.29534843868072685,0.3061459501708443
4,all,5,linear,0.2365045156515391,0.21546703339676332
4,all,5,gam,0.26952118987599166,0.20928074217340548
4,same,5,featureless,0.3023293313966501,0.3418108105832161
4,same,5,linear,0.20556487069690113,0.23906193233539688
4,same,5,gam,0.18568216023236978,0.22076298971664055
4,other,5,featureless,0.2953394956625887,0.30607480064780646
4,other,5,linear,0.23666234720642737,0.21543535292348204
4,other,5,gam,0.2697923986610379,0.2092306485957791
5,all,1,featureless,0.04042905539353458,0.19474946873751828
5,all,1,linear,0.040583440669517655,0.1325783561292989
5,all,1,gam,0.06964898679927763,0.13159755183697863
5,same,1,featureless,0.03302025857783003,0.17469561745459175
5,same,1,linear,0.0374334825012617,0.11383129853993165
5,same,1,gam,0.01661553961415194,0.12055813182110935
5,other,1,featureless,0.04043186868314745,0.1947566914464262
5,other,1,linear,0.040583991342634435,0.13259130956602347
5,other,1,gam,0.06965776654641535,0.1316145265647666
5,all,2,featureless,0.4090567618979953,0.37224191228105424
5,all,2,linear,0.3438819721094781,0.29148587757502636
5,all,2,gam,0.3131754373917417,0.2705683315350125
5,same,2,featureless,0.42164666463831013,0.30914378980958057
5,same,2,linear,0.46660504496842947,0.34534476140241627
5,same,2,gam,0.4146716044931747,0.28363327187815074
5,other,2,featureless,0.4090545386504704,0.37226526933061144
5,other,2,linear,0.34386093715477295,0.29149568947324384
5,other,2,gam,0.3131456685702655,0.27056367390284514
5,all,3,featureless,0.37434958132366636,0.39723021843912226
5,all,3,linear,0.2642330217858262,0.35015543613084343
5,all,3,gam,0.32966429965534605,0.3815458319269067
5,same,3,featureless,0.4009253982961145,0.34460953113440845
5,same,3,linear,0.5514383256446336,0.4448590716507994
5,same,3,gam,0.48215597744179867,0.3907712543396371
5,other,3,featureless,0.37434306590439237,0.39724969705358765
5,other,3,linear,0.26420721226833876,0.3501530066874829
5,other,3,gam,0.32965207462437285,0.38154899968765027
5,all,4,featureless,0.04389916763978663,0.20929631846344188
5,all,4,linear,0.04542346754066333,0.14072203319939947
5,all,4,gam,0.055939150578791445,0.14768522233020226
5,same,4,featureless,0.03436260824308859,0.18457210017544448
5,same,4,linear,0.08288110218400538,0.18046088216110345
5,same,4,gam,0.07332699976616133,0.17397370253348862
5,other,4,featureless,0.043903071984233474,0.209305470634207
5,other,4,linear,0.045414247273206566,0.14072358399058804
5,other,4,gam,0.05593761002969003,0.14768689080511724
5,all,5,featureless,0.09014576478943394,0.2571980998473676
5,all,5,linear,0.03387125500294749,0.14385900198217427
5,all,5,gam,0.020735050379243676,0.11698572491867314
5,same,5,featureless,0.08848549823143542,0.22310189424792495
5,same,5,linear,0.05816511913923857,0.15728292691918322
5,same,5,gam,0.047472201751012404,0.14204736886172695
5,other,5,featureless,0.09014777419470274,0.25721072124928424
5,other,5,linear,0.033871973615369866,0.14387706018789045
5,other,5,gam,0.020731644295950532,0.1169875408161391
6,all,1,featureless,0.02580736942553145,0.14705541368281036
6,all,1,linear,0.03141846005595822,0.13991354553098975
6,all,1,gam,0.05434022561047417,0.1768029298759135
6,same,1,featureless,0.011737699011430435,0.08692309405055414
6,same,1,linear,0.026930168846132693,0.11666276940706188
6,same,1,gam,0.029793121470731983,0.12540807724339167
6,other,1,featureless,0.025809669001194538,0.14706323221351278
6,other,1,linear,0.031425897431207814,0.13992995932351338
6,other,1,gam,0.054347696806366586,0.17681113611090155
6,all,2,featureless,0.37419638542015565,0.41504449238088675
6,all,2,linear,0.30888894327917693,0.44679241803970543
