subset,category,test_fold,model,mse,mae
Afghanistan,same,1,featureless,0.007172559501448447,0.0728969006957621
Afghanistan,same,1,cv_gam,0.006968364755025004,0.071452082583908
Afghanistan,other,1,featureless,0.02595651766623387,0.15523503565829855
Afghanistan,other,1,cv_gam,0.0018760134893474288,0.0378197404478255
Afghanistan,all,1,featureless,0.025667702619542817,0.15430198070388523
Afghanistan,all,1,cv_gam,0.001879809447001166,0.03742459471611448
Afghanistan,same,2,featureless,0.0002693798474799136,0.01571546732837048
Afghanistan,same,2,cv_gam,0.00026169504469872096,0.015497252435654049
Afghanistan,other,2,featureless,0.038886147452140064,0.19713889397581907
Afghanistan,other,2,cv_gam,0.001031567542085305,0.03205125293486747
Afghanistan,all,2,featureless,0.03851531273664979,0.19619609782694192
Afghanistan,all,2,cv_gam,0.000991194744057309,0.0314137087832456
Afghanistan,same,3,featureless,0.00021290602535130784,0.013088113657373649
Afghanistan,same,3,cv_gam,1.3058775272308246e-05,0.0031852308584653932
Afghanistan,other,3,featureless,0.04868029440906848,0.22054180352673616
Afghanistan,other,3,cv_gam,0.0012008606684146116,0.03460886805794008
Afghanistan,all,3,featureless,0.048275838064353975,0.2196229285801257
Afghanistan,all,3,cv_gam,0.0011570382203841322,0.033968752980714556
Afghanistan,same,4,featureless,0.0007988503372908228,0.027879141731134094
Afghanistan,same,4,cv_gam,0.0007988503372908228,0.027879141731134094
Afghanistan,other,4,featureless,0.05410553126957288,0.23255951383666662
Afghanistan,other,4,cv_gam,0.00047544015692986677,0.01952439087710134
Afghanistan,all,4,featureless,0.053684680412558444,0.2316529227506795
Afghanistan,all,4,cv_gam,0.0004441883670440898,0.018679623452804845
Afghanistan,same,5,featureless,0.004276876463293933,0.06446747433464699
Afghanistan,same,5,cv_gam,0.05456785323678517,0.14544802533937465
Afghanistan,other,5,featureless,0.06891557174840991,0.2622875340770208
Afghanistan,other,5,cv_gam,0.0031334144879655475,0.0481894230845711
Afghanistan,all,5,featureless,0.0684567043460464,0.26141132938310235
Afghanistan,all,5,cv_gam,0.0030812030557335265,0.047600293294192096
Albania,same,1,featureless,0.003121073060429402,0.05550284629981017
Albania,same,1,cv_gam,0.08739223580700425,0.16733334999649788
Albania,other,1,featureless,0.024174425626519964,0.1553509527279151
Albania,other,1,cv_gam,0.0003929285921598633,0.01847860259758724
Albania,all,1,featureless,0.024047708975060537,0.15494257601450767
Albania,all,1,cv_gam,0.00038648577918247874,0.01829659106451062
Albania,same,2,featureless,0.0007303033892041378,0.026711428988468826
Albania,same,2,cv_gam,8.420425547001752e-05,0.006481934037946946
Albania,other,2,featureless,0.018357235750154247,0.1354268540561883
Albania,other,2,cv_gam,0.0012111469007822383,0.034489987408226765
Albania,all,2,featureless,0.018227042517886476,0.1349453206572512
Albania,all,2,cv_gam,0.0011995256803622276,0.034322075580577906
Albania,same,3,featureless,0.00017871777337354804,0.01162847272904203
Albania,same,3,cv_gam,0.00020358598587637926,0.011583084963576481
Albania,other,3,featureless,0.013012821295616706,0.11328896664315864
Albania,other,3,cv_gam,0.0014311198267033221,0.030112042893539453
Albania,all,3,featureless,0.01289884358945647,0.11278480507991524
Albania,all,3,cv_gam,0.0014235882928228614,0.029914260153923993
Albania,same,4,featureless,0.002337335879967506,0.048022186542110656
Albania,same,4,cv_gam,0.0007488681559930307,0.027093761405858768
Albania,other,4,featureless,0.0056121607539992985,0.07470579143759248
Albania,other,4,cv_gam,2.4409036502788246e-05,0.004209712779147612
Albania,all,4,featureless,0.005531236234047922,0.07416219221655795
Albania,all,4,cv_gam,2.8077718283413663e-05,0.004628164249382949
Albania,same,5,featureless,0.002222229276715424,0.04646523621855684
Albania,same,5,cv_gam,8.831023865286392e-05,0.006139136991575163
Albania,other,5,featureless,0.005834775615189463,0.07597081357547993
Albania,other,5,cv_gam,9.943153936490508e-05,0.006953036151075749
Albania,all,5,featureless,0.00575267082731535,0.07542850739240577
Albania,all,5,cv_gam,9.505388051767127e-05,0.0068362947178653615
Algeria,same,1,featureless,0.001930263954350371,0.04380139152435153
Algeria,same,1,cv_gam,0.001930263954350371,0.04380139152435153
Algeria,other,1,featureless,0.01375704564964138,0.11724053733568668
Algeria,other,1,cv_gam,0.00019709268610727104,0.013807320379198601
Algeria,all,1,featureless,0.013686706053269992,0.11694017273114127
Algeria,all,1,cv_gam,0.00019690405507777432,0.013780662280758915
Algeria,same,2,featureless,0.0006141457138098358,0.02447331289836045
Algeria,same,2,cv_gam,0.0006141457138098358,0.02447331289836045
Algeria,other,2,featureless,0.010888282346550785,0.10427406042234093
Algeria,other,2,cv_gam,0.000549805458063078,0.02306643931667222
Algeria,all,2,featureless,0.01081469353471959,0.1039205988489809
Algeria,all,2,cv_gam,0.0005405679126491389,0.02286702134594709
Algeria,same,3,featureless,4.153865513458562e-05,0.005789909015715337
Algeria,same,3,cv_gam,0.026790322143652828,0.13572500577581562
Algeria,other,3,featureless,0.007632793228862903,0.08719626156086062
Algeria,other,3,cv_gam,0.002129372101408161,0.04349766273723558
Algeria,all,3,featureless,0.007568245555056144,0.08682534397503565
Algeria,all,3,cv_gam,0.00211535173883727,0.04330854285798613
Algeria,same,4,featureless,0.0010349580699980324,0.030798423587797313
Algeria,same,4,cv_gam,0.0010349580699980324,0.030798423587797313
Algeria,other,4,featureless,0.003610710359735337,0.05936577452733768
Algeria,other,4,cv_gam,0.0010520561731149978,0.028513821551851965
Algeria,all,4,featureless,0.0035634526953389994,0.05896641010638478
Algeria,all,4,cv_gam,0.0010387220816749508,0.028299852522473985
Algeria,same,5,featureless,0.002610557822237605,0.05103877779399598
Algeria,same,5,cv_gam,3.5084254128122955e-05,0.004070193179765942
Algeria,other,5,featureless,0.001847769165084957,0.042920486734801234
Algeria,other,5,cv_gam,0.0018614046346018985,0.04296727937357284
Algeria,all,5,featureless,0.0018122175918640366,0.042504312820363634
Algeria,all,5,cv_gam,0.001844665914354958,0.04277186051944067
Angola,same,1,featureless,0.010457461330209573,0.09566729917773556
Angola,same,1,cv_gam,0.00249281531464036,0.029529661814332045
Angola,other,1,featureless,0.09940524525154001,0.31320922089442516
Angola,other,1,cv_gam,0.02094104011054249,0.13865389240296366
Angola,all,1,featureless,0.09836048439358086,0.3115369242888131
Angola,all,1,cv_gam,0.020142476338404332,0.13575723641833173
Angola,same,2,featureless,0.0006564158583407002,0.020580937089475986
Angola,same,2,cv_gam,0.0006564158583407002,0.020580937089475986
Angola,other,2,featureless,0.13583183272539281,0.36823768389252765
Angola,other,2,cv_gam,0.024234165162966375,0.15541253125681345
Angola,all,2,featureless,0.13456644454798494,0.36651548897846764
Angola,all,2,cv_gam,0.02323740180512729,0.15214956933542545
Angola,same,3,featureless,0.00042563450473263837,0.019121296161144313
Angola,same,3,cv_gam,0.001154670453695284,0.0317827896753346
Angola,other,3,featureless,0.1604568550312604,0.4004957484086566
Angola,other,3,cv_gam,0.028485080131884652,0.16839070995653516
Angola,all,3,featureless,0.159106655688197,0.39880652596258576
Angola,all,3,cv_gam,0.02726053102475366,0.16466949533669842
Angola,same,4,featureless,0.0020296274084901015,0.04481097649978117
Angola,same,4,cv_gam,0.00038660190215822967,0.0188721541341255
Angola,other,4,featureless,0.1775731123914328,0.421368613683799
Angola,other,4,cv_gam,0.022845303909182057,0.15112530702923427
Angola,all,4,featureless,0.17617030350415766,0.41970072636407424
