subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
qme,other,4,linear,False,0,139289,9907,0.16377154163728053,0.027058043221979244
qme,all,4,featureless,False,0,178919,9907,0.051569171249866486,0.020160764455795288
qme,all,4,linear,False,0,178919,9907,0.04889739809112518,0.020523919217009245
qme,same,5,featureless,False,0,39630,9907,0.04389030486345291,0.025759626179933548
qme,same,5,linear,False,0,39630,9907,0.041390468367697164,0.022955303344175573
qme,other,5,featureless,False,0,139289,9907,0.05559651181101799,0.023432657122612
qme,other,5,linear,False,0,139289,9907,0.14798417874326686,0.02751006223220176
qme,all,5,featureless,False,0,178919,9907,0.05126284435391426,0.020582236349582672
qme,all,5,linear,False,0,178919,9907,0.048393783173401705,0.02055225789401402
sro,same,1,featureless,False,0,37268,9318,0.02320719324052334,0.013950112275779247
sro,same,1,linear,False,0,37268,9318,0.020859502007819854,0.01132840584546512
sro,other,1,featureless,False,0,142240,9318,0.023768089711666107,0.01727687567472458
sro,other,1,linear,False,0,142240,9318,0.5807684503250148,0.01597475454236208
sro,all,1,featureless,False,0,179508,9318,0.023547500371932983,0.016572771593928337
sro,all,1,linear,False,0,179508,9318,0.023052994864726607,0.013986770338780624
sro,same,2,featureless,False,0,37269,9317,0.023585490882396698,0.013986313715577126
sro,same,2,linear,False,0,37269,9317,0.021118833279889702,0.011171909710989546
sro,other,2,featureless,False,0,142240,9317,0.024126753211021423,0.017569225281476974
sro,other,2,linear,False,0,142240,9317,0.586245800897695,0.0158873002724631
sro,all,2,featureless,False,0,179509,9317,0.02391130104660988,0.016783088445663452
sro,all,2,linear,False,0,179509,9317,0.023868929355885474,0.013977101403071207
sro,same,3,featureless,False,0,37269,9317,0.023164592683315277,0.014184407889842987
sro,same,3,linear,False,0,37269,9317,0.020731579976907347,0.011240868102584671
sro,other,3,featureless,False,0,142240,9317,0.023804958909749985,0.01760215312242508
sro,other,3,linear,False,0,142240,9317,0.5609409065904369,0.016219151657811848
sro,all,3,featureless,False,0,179509,9317,0.023571524769067764,0.016886550933122635
sro,all,3,linear,False,0,179509,9317,0.02282236377758376,0.01415081430832707
sro,same,4,featureless,False,0,37269,9317,0.022610165178775787,0.014014270156621933
sro,same,4,linear,False,0,37269,9317,0.020408796297669406,0.010929015637175875
sro,other,4,featureless,False,0,142240,9317,0.023318829014897346,0.017212573438882828
sro,other,4,linear,False,0,142240,9317,0.5751039449721158,0.016030474334382205
sro,all,4,featureless,False,0,179509,9317,0.023071588948369026,0.016524648293852806
sro,all,4,linear,False,0,179509,9317,0.026620680194836845,0.01398592140918252
sro,same,5,featureless,False,0,37269,9317,0.022897612303495407,0.013779707252979279
sro,same,5,linear,False,0,37269,9317,0.02058314246123436,0.011161018556725633
sro,other,5,featureless,False,0,142240,9317,0.023589329794049263,0.017200693488121033
sro,other,5,linear,False,0,142240,9317,0.570559905928681,0.015993501553294376
sro,all,5,featureless,False,0,179509,9317,0.023346345871686935,0.016384990885853767
sro,all,5,linear,False,0,179509,9317,0.033975279118192266,0.014078320457859839
win,same,1,featureless,False,0,2095,524,0.022326750680804253,0.015326816588640213
win,same,1,linear,False,0,2095,524,0.016873784338908335,0.010688128119077475
win,other,1,featureless,False,0,186207,524,0.02234015241265297,0.015295942313969135
win,other,1,linear,False,0,186207,524,0.07180849466540855,0.012901905174866432
win,all,1,featureless,False,0,188302,524,0.02233998291194439,0.015295942313969135
win,all,1,linear,False,0,188302,524,0.019829979808751286,0.012808302226383156
win,same,2,featureless,False,0,2095,524,0.021890906617045403,0.015261446125805378
win,same,2,linear,False,0,2095,524,0.017003125555902582,0.01014895948055956
win,other,2,featureless,False,0,186207,524,0.021857617422938347,0.015083348378539085
win,other,2,linear,False,0,186207,524,0.03176209220580304,0.011041322149115691
win,all,2,featureless,False,0,188302,524,0.02185785211622715,0.015091562643647194
win,all,2,linear,False,0,188302,524,0.019169551857766625,0.011117826907653838
win,same,3,featureless,False,0,2095,524,0.02139749750494957,0.015438944101333618
win,same,3,linear,False,0,2095,524,0.018715357443475827,0.011333967561038837
win,other,3,featureless,False,0,186207,524,0.021409302949905396,0.015245266258716583
win,other,3,linear,False,0,186207,524,0.047355985677520966,0.013941914746755574
win,all,3,featureless,False,0,188302,524,0.021409139037132263,0.015249323099851608
win,all,3,linear,False,0,188302,524,0.09604279392098045,0.013860896466044936
win,same,4,featureless,False,0,2095,524,0.021481409668922424,0.015990134328603745
win,same,4,linear,False,0,2095,524,0.01701864577934696,0.01092179960478495
win,other,4,featureless,False,0,186207,524,0.021466156467795372,0.015654949471354485
win,other,4,linear,False,0,186207,524,0.06513606513258419,0.0128174558669579
win,all,4,featureless,False,0,188302,524,0.021466223523020744,0.015662001445889473
win,all,4,linear,False,0,188302,524,0.0191791104833982,0.012666431994412086
