subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae,train_time
control,same,1,featureless,False,0,13780,3445,0.018280365,0.008604913,0.5505378246307373
C,same,1,featureless,False,0,18571,4643,0.022273853,0.011633126,0.7369506359100342
warmed,same,1,featureless,False,0,1788,448,0.005690286,0.0040643928,0.0728106498718261
CN,same,1,featureless,False,0,16350,4088,0.029635625,0.016350094,0.632765531539917
NoC,same,1,featureless,False,0,13268,3318,0.02210185,0.014040064,0.4105224609375
Drought,same,1,featureless,False,0,6943,1736,0.0034447145,0.0020020641,0.2737770080566406
Normal,same,1,featureless,False,0,6024,1507,0.0034953377,0.0020331615,0.2395730018615722
AminoAcid,same,1,featureless,False,0,1302,326,0.044112734,0.020428117,0.0532078742980957
Cellulose,same,1,featureless,False,0,2364,592,0.02463181,0.010234378,0.0989713668823242
Lit,same,1,featureless,False,0,11481,2871,0.023036174,0.013395767,0.3507905006408691
Glucose,same,1,featureless,False,0,1964,492,0.017550845,0.008314028,0.0852015018463134
Lipids,same,1,featureless,False,0,2308,577,0.016621573,0.0073243114,0.0991067886352539
5,same,1,featureless,False,0,11284,2821,0.039836165,0.019422857,0.4568212032318115
25,same,1,featureless,False,0,10368,2592,0.043915022,0.026666353,0.4122159481048584
35,same,1,featureless,False,0,7258,1815,0.05079096,0.035106786,0.4377133846282959
Exu,same,1,featureless,False,0,12518,3130,0.0337919,0.01609645,0.762059211730957
15,same,1,featureless,False,0,10719,2680,0.03641497,0.02254051,0.4294662475585937
Lipids,same,1,linear,False,0,2308,577,0.014478848,0.005881116,22.108705043792725
Drought,same,1,linear,False,0,6943,1736,0.0032606944,0.0017636508,212.83761024475095
Normal,same,1,linear,False,0,6024,1507,0.0033583567,0.0017235638,154.37135243415833
AminoAcid,same,1,linear,False,0,1302,326,0.024536444,0.013991625,4.546634435653687
Glucose,same,1,linear,False,0,1964,492,0.01477114,0.006969451,9.078113794326782
15,same,1,linear,False,0,10719,2680,0.035731047,0.021986648,1833.0798046588895
35,same,1,linear,False,0,7258,1815,0.047823995,0.030662593,111.79633402824402
25,same,1,linear,False,0,10368,2592,0.040384363,0.023531174,1767.6078972816467
Lit,same,1,linear,False,0,11481,2871,0.020668881,0.011108604,1377.9472687244415
Exu,same,1,linear,False,0,12518,3130,0.031141914,0.012882914,2841.9562203884125
