subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae,train_time
5,same,1,featureless,False,0,368,93,0.052031886,0.025986284,0.0255155563354492
10,same,1,featureless,False,0,578,145,0.0466796,0.035335846,0.0375761985778808
1,same,1,featureless,False,0,128096,32025,0.033681888,0.019393936,4.1791605949401855
1,same,1,featureless,True,1,28705,32025,0.033680983,0.019307986,2.613015651702881
1,same,1,featureless,True,2,28705,32025,0.03368168,0.01937542,2.5895233154296875
1,same,1,featureless,True,3,28705,32025,0.033681106,0.019315753,2.666877508163452
7,same,1,featureless,False,0,100,25,0.028977856,0.021847978,0.0071978569030761
6,same,1,featureless,False,0,630,158,0.04443777,0.036513105,0.0397760868072509
4,same,1,featureless,False,0,968,242,0.035052568,0.026958808,0.0631699562072753
2,same,1,featureless,False,0,12536,3134,0.03448918,0.018664867,0.6806776523590088
3,same,1,featureless,False,0,7600,1900,0.028191276,0.017417744,0.4364423751831054
9,same,1,featureless,False,0,26,7,0.015294059,0.017401885,0.002044677734375
13,same,1,featureless,False,0,44,11,0.05784861,0.044303,0.0032868385314941
8,same,1,featureless,False,0,112,28,0.049073294,0.030700363,0.0077621936798095
2,same,1,linear,False,0,12536,3134,0.032550074,0.016141301,894.0153961181641
1,same,1,linear,False,0,128096,32025,0.031561077,0.016154237,20106.63419675827
1,same,1,linear,True,1,28705,32025,0.031880964,0.016273446,2608.1174783706665
1,same,1,linear,True,2,28705,32025,0.031918943,0.016387736,2538.1658523082733
1,same,1,linear,True,3,28705,32025,0.031927966,0.016354607,3291.912475585937
5,same,1,linear,False,0,368,93,0.05010523,0.02482816,0.7983858585357666
10,same,1,linear,False,0,578,145,0.046505567,0.03262099,1.3528802394866943
7,same,1,linear,False,0,100,25,0.027798237,0.016566252,0.21177339553833
8,same,1,linear,False,0,112,28,0.029750414,0.0060073184,0.1971440315246582
4,same,1,linear,False,0,968,242,0.031706184,0.021450697,3.20210075378418
6,same,1,linear,False,0,630,158,0.03997153,0.029540755,2.539329767227173
9,same,1,linear,False,0,26,7,0.015294059,0.017401885,0.0931117534637451
13,same,1,linear,False,0,44,11,0.04972589,0.045821868,0.1156437397003173
3,same,1,linear,False,0,7600,1900,0.025673479,0.0138484975,485.8913104534149
1,same,1,tree,False,0,128096,32025,0.0325179779531753,0.0172545238327771,2268.1720275878906
