subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae,train_time
8,same,1,featureless,False,0,2095,524,0.02232675,0.015326817,0.0833733081817627
28,same,1,featureless,False,0,3236,810,0.0054027955,0.0039798003,0.13004732131958
5,same,1,featureless,False,0,20341,5086,0.051686957,0.02961907,1.0088942050933838
21,same,1,featureless,False,0,2308,577,0.0071170023,0.0023703417,0.0928919315338134
84,same,1,featureless,False,0,12968,3242,0.003489703,0.0020893358,0.5074265003204346
7,same,1,featureless,False,0,90823,22706,0.024241483,0.013095355,3.6692981719970703
7,same,1,featureless,True,1,75297,22706,0.024241166,0.013051734,8.753249883651733
7,same,1,featureless,True,2,75297,22706,0.024241423,0.013089343,9.17180585861206
7,same,1,featureless,True,3,75297,22706,0.024241451,0.013090104,8.323241949081421
10,same,1,featureless,False,0,19288,4822,0.02694553,0.01605974,0.9495246410369872
28,same,1,linear,False,0,3236,810,0.0049304627,0.0032686493,47.74565887451172
84,same,1,linear,False,0,12968,3242,0.0033149917,0.0017914654,2205.6632969379425
7,same,1,linear,False,0,90823,22706,0.021090357,0.0102361115,14965.378844738008
7,same,1,linear,True,1,75297,22706,0.021064913,0.010153063,11447.27268910408
7,same,1,linear,True,2,75297,22706,0.021054894,0.010171931,10802.781636238098
7,same,1,linear,True,3,75297,22706,0.021041667,0.010187902,9521.387866973875
21,same,1,linear,False,0,2308,577,0.005417676,0.002025005,26.63913893699646
10,same,1,linear,False,0,19288,4822,0.024958352,0.013865464,3119.5154643058777
5,same,1,linear,False,0,20341,5086,0.048169773,0.025047062,3497.1028912067413
8,same,1,linear,False,0,2095,524,0.017203078,0.011521276,10.753040552139282
84,same,1,tree,False,0,12968,3242,0.0033227501254981,0.0017567052007469,247.2326302528381
21,same,1,tree,False,0,2308,577,0.0054435240120031,0.0019481647371624,38.74107718467712
28,same,1,tree,False,0,3236,810,0.0050053445035222,0.003492803694599,32.69657111167908
7,same,1,tree,False,0,90823,22706,0.0210585899741717,0.0101705279167867,2199.5463235378265
7,same,1,tree,True,1,75297,22706,0.0210944115321576,0.0101913513666448,1825.785603761673
7,same,1,tree,True,2,75297,22706,0.021087854183617,0.0101513261735027,1830.0586462020876
7,same,1,tree,True,3,75297,22706,0.0210730586532269,0.0101798847882652,1880.9492678642275
5,same,1,tree,False,0,20341,5086,0.0503222607494112,0.0274612524804369,339.07370471954346
10,same,1,tree,False,0,19288,4822,0.0261978942487852,0.0149993981770527,402.024046421051
8,same,1,tree,False,0,2095,524,0.0168752326835635,0.0107145496899569,22.521064281463623
5,same,2,featureless,False,0,20341,5086,0.050347216,0.02937,1.4531207084655762
7,same,2,featureless,False,0,90823,22706,0.024524396,0.013167881,6.313943862915039
7,same,2,featureless,True,1,75297,22706,0.024524545,0.013129608,15.677956104278564
7,same,2,featureless,True,2,75297,22706,0.02452446,0.013146661,15.673725605010986
7,same,2,featureless,True,3,75297,22706,0.024524353,0.013196506,15.6758394241333
21,same,2,featureless,False,0,2308,577,0.006451509,0.0026567825,0.1724138259887695
8,same,2,featureless,False,0,2095,524,0.021890907,0.015261446,0.1607701778411865
84,same,2,featureless,False,0,12968,3242,0.003514528,0.0021446603,0.7774848937988281
10,same,2,featureless,False,0,19288,4822,0.026101734,0.016179513,1.7695765495300293
28,same,2,featureless,False,0,3237,809,0.0056982767,0.00413845,0.1965763568878173
10,same,2,linear,False,0,19288,4822,0.024106957,0.0136574255,3787.8474357128143
8,same,2,linear,False,0,2095,524,0.017141717,0.0110020125,15.860297203063965
84,same,2,linear,False,0,12968,3242,0.003313515,0.0018006666,2436.1372179985046
5,same,2,linear,False,0,20341,5086,0.046396405,0.024806116,4116.730056762695
21,same,2,linear,False,0,2308,577,0.005189397,0.002058223,18.70656108856201
28,same,2,linear,False,0,3237,809,0.00518815,0.0034322161,34.68484044075012
7,same,2,linear,False,0,90823,22706,0.021197286,0.0101686325,18546.781520605087
7,same,2,linear,True,1,75297,22706,0.021173336,0.010089287,13092.90157008171
7,same,2,linear,True,2,75297,22706,0.021181429,0.010097827,15018.955902814863
7,same,2,linear,True,3,75297,22706,0.02120126,0.0101444125,12867.623906373978
28,same,2,tree,False,0,3237,809,0.0052260650415445,0.0034183412679426,36.2682466506958
7,same,2,tree,False,0,90823,22706,0.0211353470276565,0.0101100573312037,2185.1090757846832
7,same,2,tree,True,1,75297,22706,0.0211659016989562,0.0100868639124397,1758.869086265564
7,same,2,tree,True,2,75297,22706,0.0212158335221991,0.0100605445657998,1758.4184050559998
7,same,2,tree,True,3,75297,22706,0.0211967551225263,0.0101332666385478,1752.4077849388125
84,same,2,tree,False,0,12968,3242,0.0033290256725476,0.0017679330627942,246.69707989692688
21,same,2,tree,False,0,2308,577,0.0054010368275877,0.002137800919277,29.556728839874268
10,same,2,tree,False,0,19288,4822,0.0253937704434785,0.0151855661980961,411.1677668094635
5,same,2,tree,False,0,20341,5086,0.0489770904101543,0.0273425016256577,376.6765177249909
8,same,2,tree,False,0,2095,524,0.0173310046757775,0.0106765815380823,21.65670609474182
28,same,3,featureless,False,0,3237,809,0.005632872,0.0040415493,0.1014752388000488
84,same,3,featureless,False,0,12968,3242,0.0035333443,0.002053501,0.4354636669158935
7,same,3,featureless,False,0,90823,22706,0.02460157,0.013204154,2.79809832572937
7,same,3,featureless,True,1,75297,22706,0.024601664,0.0131729115,4.85581374168396
7,same,3,featureless,True,2,75297,22706,0.02460154,0.013235211,4.83642578125
7,same,3,featureless,True,3,75297,22706,0.02460155,0.013217944,4.811925411224365
21,same,3,featureless,False,0,2308,577,0.0059768804,0.0026168786,0.0773456096649169
10,same,3,featureless,False,0,19288,4822,0.02683027,0.015976258,1.404212474822998
8,same,3,featureless,False,0,2095,524,0.021397498,0.015438944,0.1247351169586181
5,same,3,featureless,False,0,20342,5085,0.04980914,0.02925836,2.407459020614624
84,same,3,linear,False,0,12968,3242,0.003331292,0.0017940378,1610.2397181987762
21,same,3,linear,False,0,2308,577,0.005107044,0.0023059654,21.059114694595337
10,same,3,linear,False,0,19288,4822,0.025246391,0.013807848,2806.4100410938263
7,same,3,linear,False,0,90823,22706,0.021292595,0.010182591,14233.562822580338
7,same,3,linear,True,1,75297,22706,0.021266665,0.010058948,11732.113597393036
7,same,3,linear,True,2,75297,22706,0.021311697,0.010124791,13162.719856977465
7,same,3,linear,True,3,75297,22706,0.021262625,0.010096578,12842.958466053007
28,same,3,linear,False,0,3237,809,0.0051474073,0.003507662,23.02427625656128
8,same,3,linear,False,0,2095,524,0.018399924,0.012298975,14.974483013153076
5,same,3,linear,False,0,20342,5085,0.046581473,0.025226548,3402.3342661857605
7,same,3,tree,False,0,90823,22706,0.0212567043082187,0.0101229143715695,1576.9713509082794
7,same,3,tree,True,1,75297,22706,0.0212698615217121,0.0100400583654271,1765.931031703949
7,same,3,tree,True,2,75297,22706,0.0213305288684511,0.0101240960699027,1801.126433134079
7,same,3,tree,True,3,75297,22706,0.0212682320316668,0.0101228513180813,1747.5627348423004
28,same,3,tree,False,0,3237,809,0.0052476796387515,0.0034794829209843,43.713324308395386
10,same,3,tree,False,0,19288,4822,0.0261816045156122,0.0150681790814395,322.16445088386536
84,same,3,tree,False,0,12968,3242,0.003346445558484,0.0017570845504349,249.83571100234985
5,same,3,tree,False,0,20342,5085,0.0486835864422675,0.0276442416948356,461.3810787200928
21,same,3,tree,False,0,2308,577,0.0051845938906654,0.0022874785225572,29.92510175704956
8,same,3,tree,False,0,2095,524,0.0185185293382246,0.0115739713249596,20.239195823669437
8,same,4,featureless,False,0,2095,524,0.02148141,0.015990134,0.0852329730987548
84,same,4,featureless,False,0,12968,3242,0.0035372928,0.002084572,0.7548716068267822
10,same,4,featureless,False,0,19288,4822,0.0269149,0.016346388,1.220746994018555
21,same,4,featureless,False,0,2308,577,0.0068498636,0.00265211,0.1741957664489746
7,same,4,featureless,False,0,90823,22706,0.02457998,0.01328354,5.495672225952148
7,same,4,featureless,True,1,75297,22706,0.024580132,0.013254482,12.53620743751526
7,same,4,featureless,True,2,75297,22706,0.024579978,0.013285084,12.513265132904053
7,same,4,featureless,True,3,75297,22706,0.024579939,0.013299035,12.525845527648926
5,same,4,featureless,False,0,20342,5085,0.05041621,0.029505886,1.324915885925293
28,same,4,featureless,False,0,3237,809,0.0053614886,0.003880328,0.1890287399291992
10,same,4,linear,False,0,19288,4822,0.02503686,0.014465874,2695.841264486313
21,same,4,linear,False,0,2308,577,0.0057145725,0.0021503523,13.106855392456056
7,same,4,linear,False,0,90823,22706,0.02119197,0.0101342015,19401.914145469666
7,same,4,linear,True,1,75297,22706,0.021195209,0.01002341,13938.522945642471
7,same,4,linear,True,2,75297,22706,0.021178067,0.010072589,15005.281617879868
